date,fruitId,marketId,highPrice,lowPrice,avgPrice,openPrice,closePrice,volume
2023-01-01,F01,BJ001,14.47,11.75,13.4,13.51,13.65,12526
2023-01-01,F01,CD001,12.76,9.65,11.16,10.8,11.17,27759
2023-01-01,F01,GZ001,13.54,11.45,12.52,12.51,12.51,45248
2023-01-01,F01,HN001,11.32,9.54,10.66,10.16,10.73,38789
2023-01-01,F01,SH001,14.49,11.74,12.81,12.83,12.63,10891
2023-01-01,F01,SZ001,13.57,10.53,12.25,12.27,12.18,28287
2023-01-01,F01,WH001,12.63,10.37,11.4,11.87,11.61,10942
2023-01-01,F01,XA001,12.55,10.24,11.19,11.32,11.05,49350
2023-01-01,F02,BJ001,9.77,7.73,8.8,9.2,8.59,25497
2023-01-01,F02,CD001,8.23,6.89,7.36,7.38,7.48,18523
2023-01-01,F02,GZ001,9.17,7.09,8.06,7.92,7.99,38013
2023-01-01,F02,HN001,8.21,6.9,7.55,7.19,7.48,26945
2023-01-01,F02,SH001,9.66,7.65,8.41,8.59,8.31,34213
2023-01-01,F02,SZ001,8.83,7.6,8.03,7.81,7.85,41007
2023-01-01,F02,WH001,8.49,6.63,7.4,7.7,7.26,17714
2023-01-01,F02,XA001,7.69,6.83,7.27,7.34,7.36,19408
2023-01-01,F03,BJ001,24.81,21.16,22.7,21.79,22.9,35562
2023-01-01,F03,CD001,23.3,19.0,20.34,20.0,20.78,7494
2023-01-01,F03,GZ001,23.78,19.67,21.53,20.64,21.13,49062
2023-01-01,F03,HN001,21.66,16.69,18.87,19.28,19.04,6245
2023-01-01,F03,SH001,23.82,19.92,22.57,21.94,23.22,22542
2023-01-01,F03,SZ001,24.5,20.25,22.29,22.45,21.71,42383
2023-01-01,F03,WH001,20.75,16.42,19.08,18.25,19.22,41921
2023-01-01,F03,XA001,21.45,18.64,19.87,20.15,20.13,33487
2023-01-01,F04,BJ001,9.13,7.58,8.04,8.41,8.16,42286
2023-01-01,F04,CD001,8.22,6.63,7.31,7.62,7.41,38624
2023-01-01,F04,GZ001,8.67,6.68,7.71,7.65,7.7,35795
2023-01-01,F04,HN001,7.18,5.96,6.53,6.81,6.55,15174
2023-01-01,F04,SH001,8.65,6.86,8.01,8.27,8.03,25958
2023-01-01,F04,SZ001,8.99,7.3,8.14,8.47,7.96,7432
2023-01-01,F04,WH001,7.63,6.26,6.84,6.89,7.0,17262
2023-01-01,F04,XA001,8.08,6.17,7.25,7.09,7.3,18252
2023-01-01,F05,BJ001,9.82,8.03,9.31,9.06,9.12,45861
2023-01-01,F05,CD001,9.28,7.6,8.27,8.19,8.51,6616
2023-01-01,F05,GZ001,9.76,7.96,8.8,8.53,8.67,28916
2023-01-01,F05,HN001,8.71,7.36,7.91,8.03,8.03,26980
2023-01-01,F05,SH001,10.06,8.08,8.85,9.08,9.01,32722
2023-01-01,F05,SZ001,10.19,8.1,9.22,9.13,9.4,43391
2023-01-01,F05,WH001,8.62,6.85,7.94,7.6,8.0,44314
2023-01-01,F05,XA001,8.89,6.7,7.83,7.68,8.06,13713
2023-01-01,F06,BJ001,9.52,8.16,8.59,8.22,8.52,39156
2023-01-01,F06,CD001,8.27,7.08,7.66,7.85,7.63,29162
2023-01-01,F06,GZ001,8.81,7.46,8.31,8.27,8.3,35593
2023-01-01,F06,HN001,8.23,6.47,7.52,7.17,7.59,11934
2023-01-01,F06,SH001,9.8,7.55,8.68,8.69,8.56,41562
2023-01-01,F06,SZ001,9.58,7.68,8.4,8.23,8.47,21591
2023-01-01,F06,WH001,8.46,7.43,7.95,8.03,7.72,22080
2023-01-01,F06,XA001,8.69,7.29,7.73,7.57,7.81,20238
2023-01-01,F07,BJ001,44.81,35.58,39.61,38.48,40.74,31242
2023-01-01,F07,CD001,35.6,27.93,32.5,33.47,32.12,6586
2023-01-01,F07,GZ001,38.63,33.73,36.41,37.0,35.76,12705
2023-01-01,F07,HN001,37.45,29.81,33.0,33.92,33.84,11961
2023-01-01,F07,SH001,39.81,33.81,37.65,38.14,38.37,39061
2023-01-01,F07,SZ001,40.85,32.26,37.58,39.37,37.89,41992
2023-01-01,F07,WH001,36.57,31.39,34.43,33.38,35.4,46832
2023-01-01,F07,XA001,34.6,28.34,32.74,31.65,31.9,13297
2023-01-01,F08,BJ001,19.44,15.58,18.23,18.16,18.31,17896
2023-01-01,F08,CD001,18.74,14.44,16.94,17.66,17.26,27677
2023-01-01,F08,GZ001,20.23,16.36,17.66,16.78,18.1,21757
2023-01-01,F08,HN001,17.57,14.86,15.79,16.53,16.14,22317
2023-01-01,F08,SH001,19.98,16.84,18.14,17.46,18.67,26656
2023-01-01,F08,SZ001,20.92,15.86,18.21,18.33,18.47,25352
2023-01-01,F08,WH001,18.35,14.24,16.49,17.16,16.73,17134
2023-01-01,F08,XA001,17.05,14.66,16.07,16.35,15.6,24454
2023-01-01,F09,BJ001,23.54,18.78,21.76,20.98,22.01,41406
2023-01-01,F09,CD001,20.61,17.68,18.82,18.78,18.67,9455
2023-01-01,F09,GZ001,21.89,17.58,20.37,19.56,20.48,29461
2023-01-01,F09,HN001,19.95,16.09,18.74,18.25,18.37,8010
2023-01-01,F09,SH001,22.73,19.81,21.52,21.28,21.12,38525
2023-01-01,F09,SZ001,21.4,18.58,19.9,20.31,20.38,20892
2023-01-01,F09,WH001,22.02,16.54,19.31,19.83,19.12,5583
2023-01-01,F09,XA001,20.76,15.77,18.2,17.78,18.11,37807
2023-01-01,F10,BJ001,18.68,14.27,16.69,15.91,16.55,7243
2023-01-01,F10,CD001,15.54,12.54,14.19,13.96,14.36,19516
2023-01-01,F10,GZ001,16.54,12.84,15.07,14.84,14.72,44043
2023-01-01,F10,HN001,15.46,13.08,14.71,14.04,14.87,38724
2023-01-01,F10,SH001,18.18,14.69,16.16,16.8,16.6,37374
2023-01-01,F10,SZ001,16.51,13.11,15.38,15.62,15.28,48573
2023-01-01,F10,WH001,15.89,12.67,14.55,14.0,14.41,40861
2023-01-01,F10,XA001,16.86,12.96,14.68,15.08,14.5,23785
2023-01-01,F11,BJ001,30.39,25.25,26.85,26.54,26.44,33178
2023-01-01,F11,CD001,26.48,23.26,24.89,25.69,25.55,31445
2023-01-01,F11,GZ001,29.48,24.36,26.68,26.57,26.39,26978
2023-01-01,F11,HN001,25.99,22.77,24.29,24.23,23.95,49122
2023-01-01,F11,SH001,32.15,25.44,28.01,28.33,28.59,29343
2023-01-01,F11,SZ001,31.04,26.77,28.83,28.72,27.99,31266
2023-01-01,F11,WH001,29.73,23.54,26.02,25.46,26.48,19527
2023-01-01,F11,XA001,25.52,21.72,24.26,23.42,24.89,42062
2023-01-01,F12,BJ001,9.19,6.93,8.1,8.16,7.86,46610
2023-01-01,F12,CD001,8.02,6.79,7.25,7.61,7.39,32153
